iter	Logloss
607	0.1337677722
608	0.1335322866
609	0.1333350371
610	0.1330504169
611	0.1328170635
612	0.1326414518
613	0.1324530913
614	0.1321486546
615	0.1319452428
616	0.1318206924
617	0.131578533
618	0.1312958041
619	0.1309347684
620	0.130676545
621	0.1305059887
622	0.1301890929
623	0.1299653337
624	0.1297418753
625	0.1296597888
626	0.1294544054
627	0.1293368767
628	0.1291642065
629	0.1289932575
630	0.1288511766
631	0.1286331378
632	0.1285050277
633	0.1282699023
634	0.1280626128
635	0.1278566319
636	0.1276760173
637	0.127487177
638	0.1272368798
639	0.1270311745
640	0.1269361533
641	0.1267680739
642	0.126564706
643	0.1263352042
644	0.1262240633
645	0.1259597755
646	0.1258078586
647	0.1255507669
648	0.1252950192
649	0.1251462281
650	0.1249526659
651	0.1248011173
652	0.1245923949
653	0.1242407704
654	0.1240002641
655	0.1236784865
656	0.1236154677
657	0.1234703238
658	0.123270333
659	0.1230627538
660	0.1227936093
661	0.1226073229
662	0.1225060784
663	0.1222019625
664	0.1220704231
665	0.1219046395
666	0.1217791066
667	0.1216555177
668	0.121442872
669	0.1211836167
670	0.1209129618
671	0.1207103451
672	0.1204779447
673	0.1202928155
674	0.120092571
675	0.1199472403
676	0.1198157341
677	0.1197064734
678	0.1195772959
679	0.119361623
680	0.119103135
681	0.118927854
682	0.1186722645
683	0.1184079252
684	0.1181828879
685	0.118045438
686	0.1178988459
687	0.1176706352
688	0.1174969279
689	0.1173310458
690	0.1171187355
691	0.1169325155
692	0.1167005047
693	0.1166041696
694	0.1164124885
695	0.1162163176
696	0.1159763566
697	0.1158660985
698	0.1156790458
699	0.1154138873
700	0.1152097442
701	0.1151729019
702	0.1150065134
703	0.1147666302
704	0.1146080533
705	0.1144602097
706	0.1143261114
707	0.1141332683
708	0.1139373879
709	0.1137969383
710	0.1135843213
711	0.1133688286
712	0.1132056383
713	0.1129481611
714	0.112760055
715	0.1125780904
716	0.1123938541
717	0.1121626008
718	0.1120194735
719	0.1118809535
720	0.1117722032
721	0.1115033784
722	0.1113630981
723	0.1112645026
724	0.1110553526
725	0.1108703261
726	0.1106712766
727	0.1105447727
728	0.1104240674
729	0.1102066388
730	0.1100174357
731	0.1098109571
732	0.1096669963
733	0.1094596013
734	0.1092076256
735	0.1090229689
736	0.1088491002
737	0.1086116392
738	0.1083609635
739	0.1082624973
740	0.1081041727
741	0.1080244385
742	0.1078109896
743	0.1076503521
744	0.1075048959
745	0.1073612375
746	0.1072681592
747	0.1070965583
748	0.1069676453
749	0.106821646
750	0.1065937343
751	0.1064729344
752	0.1063195947
753	0.106131979
754	0.1059578835
755	0.1058158654
756	0.1056866284
757	0.105499554
758	0.1053990594
759	0.1052675544
760	0.1051220327
761	0.1049205981
762	0.1047703074
763	0.104664236
764	0.1045370523
765	0.1043966397
766	0.1042012621
767	0.1040501969
768	0.1039312912
769	0.1037763397
770	0.1035923886
771	0.1034413363
772	0.1032873385
773	0.1031955519
774	0.1030623576
775	0.10289929
776	0.102750773
777	0.1025745752
778	0.1024681475
779	0.1023408238
780	0.1022454726
781	0.1021127706
782	0.1019701666
783	0.1018070772
784	0.1016996158
785	0.101545042
786	0.1014095432
787	0.1012506399
788	0.1011374342
789	0.1010618606
790	0.1008466378
791	0.1006832348
792	0.1005196783
793	0.1003178832
794	0.1001952767
795	0.100078199
796	0.09992611009
797	0.09983709629
798	0.09963910825
799	0.09947392665
800	0.09935773408
801	0.09924142153
802	0.09903281633
803	0.09883329422
804	0.09861037611
805	0.09849126378
806	0.09831988923
807	0.09818212794
808	0.09802861381
809	0.0978756769
810	0.09779120868
811	0.09761658939
812	0.09750377158
813	0.09742092719
814	0.09725256479
815	0.09714660747
816	0.09703206499
817	0.09688298114
818	0.09677786947
819	0.09667107618
820	0.09646335492
821	0.09634721227
822	0.09618463502
823	0.09606244866
824	0.09596746317
825	0.09589744242
826	0.09571384794
827	0.09550482102
828	0.09534253764
829	0.09517013671
830	0.09497431604
831	0.09482411441
832	0.09468306899
833	0.09452253352
834	0.09434291692
835	0.09413202047
836	0.09396134707
837	0.09384313681
838	0.09367140029
839	0.09357688307
840	0.09347389932
841	0.09336947711
842	0.0932895025
843	0.09316904081
844	0.09303383925
845	0.09294174857
846	0.09279626998
847	0.09262881441
848	0.09246197316
849	0.09231775283
850	0.09217815856
851	0.09208301808
852	0.09189427932
853	0.09174668188
854	0.09160368304
855	0.09153234964
856	0.09138456793
857	0.09124660628
858	0.09120424263
859	0.09108208738
860	0.09097913286
861	0.09082003222
862	0.09080525213
863	0.09068744683
864	0.09058502123
865	0.09036927225
866	0.09023170006
867	0.09012384805
868	0.09000830921
869	0.08991964734
870	0.08979187134
871	0.08964293738
872	0.08955239501
873	0.08949348565
874	0.08934051144
875	0.0892079702
876	0.08912712952
877	0.08896777892
878	0.08881493141
879	0.08874176076
880	0.08865531889
881	0.08847027109
882	0.08838979289
883	0.08826254736
884	0.08818550333
885	0.08804063382
886	0.08791910822
887	0.08774821253
888	0.08770135314
889	0.08753658414
890	0.08739821309
891	0.08723945109
892	0.08711603471
893	0.08700264748
894	0.08692891765
895	0.08682481163
896	0.08667914759
897	0.08655078615
898	0.08646781186
899	0.0863995254
900	0.08627894289
901	0.08619921126
902	0.08605073744
903	0.08596575619
904	0.08589876846
905	0.08577137406
906	0.0856837633
907	0.08557653863
908	0.08542249448
909	0.08533055034
910	0.08519849001
911	0.08508549448
912	0.08494393111
913	0.08477814146
914	0.08467771933
915	0.0845047185
916	0.08439125161
917	0.08422795506
918	0.08413422121
919	0.08407116979
920	0.08392040574
921	0.08378639712
922	0.08367624556
923	0.08355631347
924	0.08344365804
925	0.08329603362
926	0.0831806865
927	0.08302023241
928	0.08293672236
929	0.0828919957
930	0.0827468775
931	0.08264754565
932	0.08255336675
933	0.08241519364
934	0.08228863863
935	0.08220210726
936	0.08210112436
937	0.0819616669
938	0.08183774714
939	0.08173486248
940	0.08163476781
941	0.0815795802
942	0.0814949886
943	0.08134940188
944	0.08119754487
945	0.08105903703
946	0.08097547915
947	0.08087789398
948	0.08080109625
949	0.08070088102
950	0.08056149423
951	0.08045591768
952	0.08033990645
953	0.08023658507
954	0.08010974599
955	0.07997737739
956	0.0798469454
957	0.07978011667
958	0.07967398675
959	0.07960856477
960	0.07944087815
961	0.07936952233
962	0.07929059871
963	0.07913541847
964	0.07900419495
965	0.07888496303
966	0.07872077942
967	0.0787096562
968	0.07860815655
969	0.07851005627
970	0.0783958546
971	0.07825456234
972	0.07812119661
973	0.0780572972
974	0.07798954596
975	0.07794937367
976	0.07785711668
977	0.0778069814
978	0.07768160702
979	0.07755947703
980	0.0775280415
981	0.07742746159
982	0.07730382401
983	0.07723187735
984	0.0771415201
985	0.07708604847
986	0.07694065247
987	0.07687597257
988	0.07680152297
989	0.0767128785
990	0.07662645163
991	0.07655114095
992	0.07648306352
993	0.07644020532
994	0.07634800865
995	0.07622901772
996	0.07607304894
997	0.07596622952
998	0.07583461546
999	0.07577620365
